정보공시 학교코드,시도교육청,교육지원청,지역,학교명,설립구분,점검영역_총개수,미관리_영역수,관리_영역수,최근점검일,평균점검일,점검경과일_평균,점검경과일_최근,학교급,환경_부적합_수,환경_미실시_수,환경_위험항목_수,학생수,환경위험_log,미관리_norm,환경위험_norm,경과일_norm,위험도_점수,위험군,우선순위_점수
S010000730,서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,원촌중학교,공립,6,5,1,2025-02-28,2025-02-28 00:00:00.000000,123.0,123.0,중,0.0,10.0,10.0,1229.0,2.3978952727983707,0.8333333333333334,0.6336614981727329,0.0,62.14851153052345,고위험,504.32084262934256
S010000972,서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,덕원중학교,사립,6,3,3,2025-02-28,2025-02-28 00:00:00.000000,123.0,123.0,중,0.0,19.0,19.0,734.0,2.995732273553991,0.5,0.7916443316431058,0.0,52.55792114727566,고위험,399.4333944271348
S010000983,서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,봉영여자중학교,사립,6,4,2,2025-02-26,2025-02-26 00:00:00.000000,125.0,125.0,중,0.0,9.0,9.0,521.0,2.302585092994046,0.6666666666666666,0.6084750807294722,0.0054945054945054,53.57800108836156,고위험,388.85132192254247
S030000620,대구광역시교육청,대구광역시동부교육지원청,대구광역시 수성구,경신중학교,사립,6,2,4,2024-12-27,2024-11-20 06:00:00.000000,222.0,186.0,중,0.0,19.0,19.0,951.0,2.995732273553991,0.3333333333333333,0.7916443316431058,0.2719780219780219,49.32705118390569,고위험,387.63983970320527
S020000346,부산광역시교육청,부산광역시교육청,부산광역시 동구,경남여자고등학교,공립,6,4,2,2025-02-28,2025-02-16 00:00:00.000000,135.0,123.0,고,0.0,7.0,7.0,547.0,2.079441541679836,0.6666666666666666,0.5495077527409008,0.0329670329670329,51.84384442582655,고위험,378.7853993087941
S010000977,서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 강서구,명덕여자중학교,사립,6,4,2,2025-02-21,2025-01-17 00:00:00.000000,165.0,130.0,중,0.0,5.0,5.0,528.0,1.791759469228055,0.6666666666666666,0.4734856448969273,0.1153846153846153,50.38502664109933,고위험,366.3489458463055
S130001142,전북특별자치도교육청,전북특별자치도익산교육지원청,전북특별자치도 익산시,이리중학교,사립,6,2,4,2024-12-20,2024-10-06 00:00:00.000000,268.0,193.0,중,0.0,19.0,19.0,410.0,2.995732273553991,0.3333333333333333,0.7916443316431058,0.3983516483516483,51.416007227861726,고위험,360.86803944595965
S090005291,경기도교육청,경기도구리남양주교육지원청,경기도 남양주시,호평고등학교,공립,6,3,3,2025-02-25,2025-02-14 16:00:00.000000,136.0,126.0,고,0.0,8.0,8.0,955.0,2.19722457733622,0.5,0.5806327879665873,0.0357142857142857,45.3176399042972,고위험,356.3216317583268
S140000842,전라남도교육청,전라남도목포교육지원청,전라남도 목포시,문태중학교,사립,6,2,4,2025-02-24,2024-12-31 12:00:00.000000,181.0,127.0,중,0.0,22.0,22.0,539.0,3.1354942159291497,0.3333333333333333,0.8285774549523743,0.1593406593406593,48.835743785517046,고위험,356.08920229385313
S010001962,서울특별시교육청,서울특별시서부교육지원청,서울특별시 은평구,충암중학교,사립,6,2,4,2025-02-28,2025-02-17 06:00:00.000000,133.0,123.0,중,0.0,20.0,20.0,843.0,3.044522437723423,0.3333333333333333,0.8045374921052874,0.0274725274725274,45.76384054448143,고위험,354.12757687157057
S130000403,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 전주시 덕진구,전라고등학교,공립,6,2,4,2025-02-27,2024-12-28 06:00:00.000000,184.0,124.0,고,0.0,15.0,15.0,802.0,2.772588722239781,0.3333333333333333,0.7326770036545345,0.1675824175824175,45.41311430159047,고위험,349.1521314156362
S010000919,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울문정초등학교,공립,6,2,4,2025-02-25,2025-02-11 18:00:00.000000,139.0,126.0,초,0.0,19.0,19.0,737.0,2.995732273553991,0.3333333333333333,0.7916443316431058,0.0439560439560439,45.55784788720239,고위험,346.4193161039803
S130001416,전북특별자치도교육청,전북특별자치도전주교육지원청,전북특별자치도 전주시 완산구,전주해성중학교,사립,6,3,3,2025-02-26,2025-01-13 00:00:00.000000,169.0,125.0,중,0.0,8.0,8.0,541.0,2.19722457733622,0.5,0.5806327879665873,0.1263736263736263,46.8162388053961,고위험,341.5369152722856
S150003536,경상북도교육청,경상북도포항교육지원청,경상북도 포항시 남구,장기중학교,사립,6,4,2,2025-02-04,2024-10-30 12:00:00.000000,243.0,147.0,중,0.0,6.0,6.0,167.0,1.9459101490553128,0.6666666666666666,0.5142210981219936,0.3296703296703296,55.4388621674244,고위험,339.5055949724091
S010001729,서울특별시교육청,서울특별시북부교육지원청,서울특별시 노원구,청원중학교,사립,6,3,3,2025-02-23,2025-02-23 00:00:00.000000,128.0,128.0,중,0.0,10.0,10.0,493.0,2.3978952727983707,0.5,0.6336614981727329,0.0137362637362637,46.92223863675055,고위험,337.95909032716327
S090000821,경기도교육청,경기도평택교육지원청,경기도 평택시,태광고등학교,사립,6,1,5,2024-12-13,2024-12-13 00:00:00.000000,200.0,200.0,고,0.0,25.0,25.0,897.0,3.258096538021482,0.1666666666666666,0.8609760221365951,0.2115384615384615,43.17421761738648,고위험,336.7662399815036
S030000722,대구광역시교육청,대구광역시동부교육지원청,대구광역시 수성구,대구삼육초등학교,사립,6,3,3,2025-02-28,2024-11-03 00:00:00.000000,240.0,123.0,초,0.0,12.0,12.0,194.0,2.5649493574615367,0.5,0.6778067712229614,0.3214285714285714,53.64662356579839,고위험,336.5252459466888
S160000675,경상남도교육청,경상남도교육청,경상남도 창원시 진해구,진해중앙고등학교,사립,6,1,5,2025-02-28,2024-12-14 00:00:00.000000,199.0,123.0,고,0.0,28.0,28.0,635.0,3.367295829986474,0.1666666666666666,0.8898327398301858,0.2087912087912088,44.19967832308354,고위험,329.51737833434794
S040000419,인천광역시교육청,인천광역시남부교육지원청,인천광역시 동구,재능중학교,사립,6,3,3,2025-02-27,2025-01-20 08:00:00.000000,161.0,124.0,중,0.0,10.0,10.0,316.0,2.3978952727983707,0.5,0.6336614981727329,0.1043956043956044,48.42083753784945,고위험,327.27168472719427
S010000615,서울특별시교육청,서울특별시교육청,서울특별시 마포구,홍익디자인고등학교,사립,6,3,3,2025-02-06,2025-02-04 00:00:00.000000,147.0,145.0,고,0.0,11.0,11.0,291.0,2.4849066497880004,0.5,0.6566548958105609,0.0659340659340659,48.638353293420025,고위험,324.74631028791015
S050000136,광주광역시교육청,광주광역시교육청,광주광역시 남구,동아여자고등학교,사립,6,1,5,2025-02-27,2024-10-26 00:00:00.000000,248.0,124.0,고,0.0,20.0,20.0,611.0,3.044522437723423,0.1666666666666666,0.8045374921052874,0.3434065934065934,43.25956398770487,고위험,320.84460475501834
S150001643,경상북도교육청,경상북도김천교육지원청,경상북도 김천시,공학성의중학교,사립,6,3,3,2025-02-14,2025-02-10 00:00:00.000000,141.0,137.0,중,0.0,10.0,10.0,294.0,2.3978952727983707,0.5,0.6336614981727329,0.0494505494505494,47.5125957796077,고위험,317.71555709397205
S160001207,경상남도교육청,김해교육지원청,경상남도 김해시,주촌초등학교,공립,6,2,4,2025-02-27,2025-02-27 00:00:00.000000,124.0,124.0,초,0.0,8.0,8.0,1672.0,2.19722457733622,0.3333333333333333,0.5806327879665873,0.0027472527472527,37.04602818268548,고위험,312.0154934918669
S090005169,경기도교육청,경기도파주교육지원청,경기도 파주시,금촌고등학교,공립,6,0,6,2024-12-27,2024-12-15 08:00:00.000000,197.0,186.0,고,0.0,37.0,37.0,1029.0,3.6375861597263857,0.0,0.9612589514865094,0.2032967032967033,39.03281419515886,고위험,309.81570574102204
S150002654,경상북도교육청,경상북도영주교육지원청,경상북도 영주시,대영중학교,사립,6,3,3,2025-02-04,2025-02-04 00:00:00.000000,147.0,147.0,중,0.0,7.0,7.0,376.0,2.079441541679836,0.5,0.5495077527409008,0.0659340659340659,44.66212281410494,고위험,309.608785939291
S050001118,광주광역시교육청,광주광역시교육청,광주광역시 광산구,운남고등학교,공립,6,2,4,2025-02-26,2025-02-10 00:00:00.000000,141.0,125.0,고,0.0,10.0,10.0,829.0,2.3978952727983707,0.3333333333333333,0.6336614981727329,0.0494505494505494,39.78592911294104,고위험,307.2040955824976
S140000841,전라남도교육청,전라남도목포교육지원청,전라남도 목포시,목포홍일중학교,사립,6,2,4,2025-02-10,2024-10-06 00:00:00.000000,268.0,141.0,중,0.0,7.0,7.0,499.0,2.079441541679836,0.3333333333333333,0.5495077527409008,0.3983516483516483,42.43031878480091,고위험,306.1181215234599
S010002296,서울특별시교육청,서울특별시성북강북교육지원청,서울특별시 성북구,서울미아초등학교,공립,6,1,5,2025-02-05,2025-02-04 00:00:00.000000,147.0,146.0,초,0.0,19.0,19.0,1102.0,2.995732273553991,0.1666666666666666,0.7916443316431058,0.0659340659340659,38.19447792383243,고위험,305.776931958738
S130000324,전북특별자치도교육청,전북특별자치도교육청,전북특별자치도 익산시,남성고등학교,사립,6,1,5,2024-12-06,2024-12-06 00:00:00.000000,207.0,207.0,고,0.0,17.0,17.0,752.0,2.8903717578961645,0.1666666666666666,0.7638020388802209,0.2307692307692307,39.88597571412705,고위험,304.09328051894704
S010001556,서울특별시교육청,서울특별시동작관악교육지원청,서울특별시 동작구,동양중학교,사립,6,2,4,2025-02-26,2025-02-07 18:00:00.000000,143.0,125.0,중,0.0,16.0,16.0,355.0,2.833213344056216,0.3333333333333333,0.7486975067691373,0.0549450549450549,44.145739567777774,고위험,303.4989015907058
S130001434,전북특별자치도교육청,전북특별자치도전주교육지원청,전북특별자치도 전주시 덕진구,전주만성초등학교,공립,6,1,5,2024-12-05,2024-12-05 00:00:00.000000,208.0,208.0,초,0.0,12.0,12.0,1299.0,2.5649493574615367,0.1666666666666666,0.6778067712229614,0.2335164835164835,36.74010341927824,고위험,300.1710369742056
S130001478,전북특별자치도교육청,전북특별자치도전주교육지원청,전북특별자치도 전주시 완산구,전주화산초등학교,공립,6,1,5,2024-12-09,2024-11-22 04:48:00.000000,220.0,204.0,초,0.0,15.0,15.0,755.0,2.772588722239781,0.1666666666666666,0.7326770036545345,0.2664835164835165,39.32128279975897,고위험,299.944372161018
S090004006,경기도교육청,경기도평택교육지원청,경기도 평택시,한광중학교,사립,6,2,4,2025-02-28,2025-02-25 12:00:00.000000,125.0,123.0,중,0.0,10.0,10.0,777.0,2.3978952727983707,0.3333333333333333,0.6336614981727329,0.0054945054945054,39.059335706347625,고위험,299.06665171958
S150000770,경상북도교육청,경상북도교육청,경상북도 구미시,구미제일고등학교,사립,6,2,4,2025-02-25,2025-02-12 12:00:00.000000,138.0,126.0,고,0.0,10.0,10.0,686.0,2.3978952727983707,0.3333333333333333,0.6336614981727329,0.0412087912087912,39.64969284920477,고위험,298.6547411241484
S010000411,서울특별시교육청,서울특별시교육청,서울특별시 광진구,대원고등학교,사립,6,1,5,2025-02-06,2025-02-06 00:00:00.000000,145.0,145.0,고,0.0,23.0,23.0,637.0,3.1780538303479458,0.1666666666666666,0.8398241467241946,0.0604395604395604,39.891606685667455,고위험,297.52509732784654
S010005593,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,위례솔중학교,공립,6,1,5,2025-02-25,2025-02-22 14:24:00.000000,128.0,126.0,중,2.0,20.0,22.0,783.0,3.1354942159291497,0.1666666666666666,0.8285774549523743,0.0137362637362637,38.70223645950971,고위험,296.62977022800067
S010002289,서울특별시교육청,서울특별시성북강북교육지원청,서울특별시 성북구,광운초등학교,사립,6,2,4,2025-02-27,2025-02-16 12:00:00.000000,134.0,124.0,초,0.0,11.0,11.0,564.0,2.4849066497880004,0.3333333333333333,0.6566548958105609,0.0302197802197802,40.32132948389622,고위험,295.83056767148344
S130000921,전북특별자치도교육청,전북특별자치도부안교육지원청,전북특별자치도 부안군,백산중학교,사립,6,3,3,2024-12-19,2024-12-19 00:00:00.000000,194.0,194.0,중,0.0,10.0,10.0,133.0,2.3978952727983707,0.5,0.6336614981727329,0.195054945054945,49.91943643894835,고위험,294.41683902074936
S010000783,서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 서초구,서울잠원초등학교,공립,6,1,5,2025-02-24,2025-02-15 04:48:00.000000,135.0,127.0,초,0.0,13.0,13.0,1977.0,2.639057329615259,0.1666666666666666,0.6973903490356274,0.0329670329670329,34.15176757432385,고위험,293.3582708243406
S150003546,경상북도교육청,경상북도포항교육지원청,경상북도 포항시 북구,포항항도중학교,공립,6,1,5,2025-02-04,2025-02-04 00:00:00.000000,147.0,147.0,중,0.0,27.0,27.0,431.0,3.332204510175204,0.1666666666666666,0.8805595999492608,0.0659340659340659,41.494123530673846,고위험,293.2981245259771
S130001005,전북특별자치도교육청,전북특별자치도순창교육지원청,전북특별자치도 순창군,순창북중학교,사립,6,3,3,2025-02-17,2025-02-12 16:00:00.000000,138.0,134.0,중,0.0,14.0,14.0,122.0,2.70805020110221,0.5,0.7156222237991322,0.0412087912087912,50.41792204386712,고위험,293.0382577337506
S090007316,경기도교육청,경기도화성오산교육지원청,경기도 화성시 동탄구,서연고등학교,공립,6,1,5,2025-02-25,2025-02-11 14:24:00.000000,139.0,126.0,고,0.0,16.0,16.0,1183.0,2.833213344056216,0.1666666666666666,0.7486975067691373,0.0439560439560439,36.23742454946275,고위험,292.67713324928064
S010001372,서울특별시교육청,서울특별시동부교육지원청,서울특별시 중랑구,상봉중학교,공립,6,1,5,2025-02-27,2024-12-14 09:36:00.000000,198.0,124.0,중,0.0,16.0,16.0,653.0,2.833213344056216,0.1666666666666666,0.7486975067691373,0.206043956043956,38.91673773627594,고위험,291.2181262490583
S010000429,서울특별시교육청,서울특별시교육청,서울특별시 강서구,마포고등학교,사립,6,1,5,2025-02-26,2025-01-31 00:00:00.000000,151.0,125.0,고,0.0,19.0,19.0,722.0,2.995732273553991,0.1666666666666666,0.7916443316431058,0.0769230769230769,38.37612627548078,고위험,291.02186990821025
S030002075,대구광역시교육청,대구광역시교육청,대구광역시 달성군,비슬고등학교,공립,6,1,5,2025-02-28,2025-02-14 19:12:00.000000,136.0,123.0,고,0.0,17.0,17.0,997.0,2.8903717578961645,0.1666666666666666,0.7638020388802209,0.0357142857142857,36.66171747236881,고위험,289.83849302238497
S090001207,경기도교육청,경기도광명교육지원청,경기도 광명시,광명초등학교,공립,6,2,4,2025-02-28,2025-02-19 12:00:00.000000,131.0,123.0,초,0.0,10.0,10.0,539.0,2.3978952727983707,0.3333333333333333,0.6336614981727329,0.0219780219780219,39.33180823382016,고위험,286.7905991207489
S110000198,충청북도교육청,충청북도교육청,충청북도 충주시,충주중산고등학교,사립,6,1,5,2025-02-24,2025-01-21 04:48:00.000000,160.0,127.0,고,0.0,23.0,23.0,429.0,3.1780538303479458,0.1666666666666666,0.8398241467241946,0.1016483516483516,40.57278800434877,고위험,286.59745978033686
S040000667,인천광역시교육청,인천광역시동부교육지원청,인천광역시 연수구,인천연성초등학교,공립,6,1,5,2025-02-28,2025-02-19 19:12:00.000000,131.0,123.0,초,0.0,19.0,19.0,732.0,2.995732273553991,0.1666666666666666,0.7916443316431058,0.0219780219780219,37.46788451723903,고위험,284.6489778189279
S090005002,경기도교육청,경기도군포의왕교육지원청,경기도 군포시,당동중학교,공립,6,1,5,2025-02-26,2025-02-17 00:00:00.000000,134.0,125.0,중,0.0,17.0,17.0,858.0,2.8903717578961645,0.1666666666666666,0.7638020388802209,0.0302197802197802,36.57089329654463,고위험,283.6353976785432
S160001366,경상남도교육청,창원교육지원청,경상남도 창원시 마산합포구,마산제일여자중학교,사립,6,1,5,2024-12-06,2024-11-06 04:48:00.000000,236.0,207.0,중,0.0,12.0,12.0,627.0,2.5649493574615367,0.1666666666666666,0.6778067712229614,0.3104395604395604,38.0116418808167,고위험,282.90317149138303
S110001863,충청북도교육청,충청북도청주교육지원청,충청북도 청주시 상당구,용성초등학교,공립,6,1,5,2025-02-21,2025-01-02 14:24:00.000000,179.0,130.0,초,0.0,18.0,18.0,504.0,2.9444389791664403,0.1666666666666666,0.7780897005728759,0.1538461538461538,39.144652378003016,고위험,282.8028282985555
S040000421,인천광역시교육청,인천광역시남부교육지원청,인천광역시 동구,동산중학교,사립,6,2,4,2025-02-25,2025-02-19 00:00:00.000000,132.0,126.0,중,0.0,9.0,9.0,571.0,2.302585092994046,0.3333333333333333,0.6084750807294722,0.0247252747252747,38.442552370412834,고위험,282.5196605535608
S150000992,경상북도교육청,경상북도교육청,경상북도 포항시 남구,포항제철고등학교,사립,6,2,4,2025-02-28,2025-02-17 12:00:00.000000,133.0,123.0,고,0.0,7.0,7.0,880.0,2.079441541679836,0.3333333333333333,0.5495077527409008,0.0274725274725274,36.29968691666904,고위험,282.4499557020434
S090003210,경기도교육청,경기도양평교육지원청,경기도 양평군,용문중학교,사립,6,2,4,2025-02-17,2025-01-22 18:00:00.000000,159.0,134.0,중,0.0,9.0,9.0,438.0,2.302585092994046,0.3333333333333333,0.6084750807294722,0.0989010989010989,39.66867874403921,고위험,281.03273127961336
S090007278,경기도교육청,경기도화성오산교육지원청,경기도 화성시 효행구,와우고등학교,공립,6,0,6,2025-02-27,2025-01-19 16:00:00.000000,162.0,124.0,고,0.0,27.0,27.0,1278.0,3.332204510175204,0.0,0.8805595999492608,0.1071428571428571,34.4486381826885,고위험,280.88847043236507
S130001126,전북특별자치도교육청,전북특별자치도익산교육지원청,전북특별자치도 익산시,이리남성여자중학교,사립,6,2,4,2025-02-26,2025-02-07 18:00:00.000000,143.0,125.0,중,0.0,9.0,9.0,497.0,2.302585092994046,0.3333333333333333,0.6084750807294722,0.0549450549450549,38.9420853374458,고위험,280.7958035336873
S010001601,서울특별시교육청,서울특별시동작관악교육지원청,서울특별시 관악구,서울신성초등학교,공립,6,1,5,2025-02-25,2025-01-09 09:36:00.000000,172.0,126.0,초,0.0,20.0,20.0,422.0,3.044522437723423,0.1666666666666666,0.8045374921052874,0.1346153846153846,39.80824530638618,고위험,280.5435204688756
S010000489,서울특별시교육청,서울특별시교육청,서울특별시 양천구,양천고등학교,사립,6,1,5,2025-02-28,2025-02-19 19:12:00.000000,131.0,123.0,고,0.0,16.0,16.0,906.0,2.833213344056216,0.1666666666666666,0.7486975067691373,0.0219780219780219,35.874127846166054,고위험,280.18204875219897
S090000694,경기도교육청,경기도안양과천교육지원청,경기도 안양시 만안구,안양문화고등학교,사립,6,2,4,2024-12-23,2024-12-16 06:00:00.000000,196.0,190.0,고,0.0,7.0,7.0,466.0,2.079441541679836,0.3333333333333333,0.5495077527409008,0.2005494505494505,39.16064845513058,고위험,279.854887804186
S160000562,경상남도교육청,경상남도교육청,경상남도 함안군,명덕고등학교,사립,6,2,4,2025-02-18,2024-12-07 18:00:00.000000,205.0,133.0,고,0.0,8.0,8.0,353.0,2.19722457733622,0.3333333333333333,0.5806327879665873,0.2252747252747252,40.7244073035646,고위험,279.7480453795788
S150003451,경상북도교육청,경상북도칠곡교육지원청,경상북도 칠곡군,다부초등학교,공립,6,2,4,2025-02-03,2024-05-30 18:00:00.000000,396.0,148.0,초,0.0,11.0,11.0,77.0,2.4849066497880004,0.3333333333333333,0.6566548958105609,0.75,52.21929651686325,고위험,279.72356657540246
S150001133,경상북도교육청,경상북도경주교육지원청,경상북도 경주시,선덕여자중학교,사립,6,2,4,2025-02-20,2025-01-11 06:00:00.000000,170.0,131.0,중,0.0,9.0,9.0,386.0,2.302585092994046,0.3333333333333333,0.6084750807294722,0.1291208791208791,40.168211711072175,고위험,279.5074762451727
S130001418,전북특별자치도교육청,전북특별자치도전주교육지원청,전북특별자치도 전주시 완산구,전주효문중학교,사립,8,2,6,2025-02-20,2024-12-29 00:00:00.000000,184.0,131.0,중,0.0,7.0,7.0,495.0,2.079441541679836,0.3333333333333333,0.5495077527409008,0.1675824175824175,38.61570340018552,고위험,278.28699851732694
S010000929,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 송파구,서울세륜초등학교,공립,6,0,6,2025-02-13,2025-02-03 12:00:00.000000,147.0,138.0,초,0.0,40.0,40.0,609.0,3.713572066704308,0.0,0.9813387874167306,0.0659340659340659,37.50737251092499,고위험,278.0593667009296
S010000704,서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,단국대학교사범대학부속중학교,사립,6,2,4,2025-02-27,2025-02-20 06:00:00.000000,130.0,124.0,중,0.0,8.0,8.0,626.0,2.19722457733622,0.3333333333333333,0.5806327879665873,0.0192307692307692,37.318500710158006,고위험,277.68496876085743
S160000606,경상남도교육청,경상남도교육청,경상남도 창원시 마산합포구,성지여자고등학교,사립,6,1,5,2025-02-19,2024-10-13 19:12:00.000000,260.0,132.0,고,0.0,12.0,12.0,442.0,2.5649493574615367,0.1666666666666666,0.6778067712229614,0.3763736263736263,39.1015319907068,고위험,277.3694452917306
S010001183,서울특별시교육청,서울특별시남부교육지원청,서울특별시 금천구,안천중학교,공립,6,1,5,2025-02-26,2025-02-15 09:36:00.000000,135.0,125.0,중,0.0,21.0,21.0,483.0,3.091042453358316,0.1666666666666666,0.8168307490863664,0.0329670329670329,38.584200820206775,고위험,277.1150063485306
S090007436,경기도교육청,경기도광주하남교육지원청,경기도 하남시,신우초등학교,공립,6,0,6,2024-12-12,2024-12-01 08:00:00.000000,211.0,201.0,초,0.0,19.0,19.0,1484.0,2.995732273553991,0.0,0.7916443316431058,0.2417582417582417,33.37418488353939,고위험,277.11153240944424
S010001592,서울특별시교육청,서울특별시동작관악교육지원청,서울특별시 관악구,서울봉천초등학교,공립,6,2,4,2025-02-25,2025-02-15 00:00:00.000000,136.0,126.0,초,0.0,8.0,8.0,578.0,2.19722457733622,0.3333333333333333,0.5806327879665873,0.0357142857142857,37.59097323763053,고위험,276.71852442854976
S010000890,서울특별시교육청,서울특별시강동송파교육지원청,서울특별시 강동구,천일중학교,공립,6,2,4,2025-02-28,2025-02-19 18:00:00.000000,131.0,123.0,중,0.0,9.0,9.0,489.0,2.302585092994046,0.3333333333333333,0.6084750807294722,0.0219780219780219,38.39714028250075,고위험,276.24459305142574
S010000408,서울특별시교육청,서울특별시교육청,서울특별시 은평구,대성고등학교,사립,6,1,5,2025-02-28,2025-02-28 00:00:00.000000,123.0,123.0,고,0.0,18.0,18.0,693.0,2.9444389791664403,0.1666666666666666,0.7780897005728759,0.0,36.60157545492609,고위험,276.06635657915416
S090003788,경기도교육청,경기도이천교육지원청,경기도 이천시,이천단월초등학교,공립,6,3,3,2025-02-25,2025-01-27 16:00:00.000000,154.0,126.0,초,0.0,13.0,13.0,86.0,2.639057329615259,0.5,0.6973903490356274,0.0851648351648351,50.467930577986856,고위험,275.8530714779143
S160003884,경상남도교육청,경상남도교육청,경상남도 김해시,김해수남고등학교,공립,6,0,6,2025-02-14,2024-12-15 20:00:00.000000,197.0,137.0,고,2.0,21.0,23.0,1079.0,3.1780538303479458,0.0,0.8398241467241946,0.2032967032967033,34.526368590429364,고위험,275.68325875842
S090001289,경기도교육청,경기도광주하남교육지원청,경기도 광주시,남한산초등학교,공립,6,3,3,2024-12-06,2024-12-06 00:00:00.000000,207.0,207.0,초,0.0,9.0,9.0,93.0,2.302585092994046,0.5,0.6084750807294722,0.2307692307692307,49.57512563048609,고위험,274.8095352378535
S010000749,서울특별시교육청,서울특별시강남서초교육지원청,서울특별시 강남구,서울대치초등학교,공립,6,1,5,2025-02-28,2025-02-21 19:12:00.000000,129.0,123.0,초,0.0,12.0,12.0,1461.0,2.5649493574615367,0.1666666666666666,0.6778067712229614,0.0164835164835164,33.152548474223295,고위험,274.7537558609332
S010002281,서울특별시교육청,서울특별시성북강북교육지원청,서울특별시 성북구,월곡중학교,공립,6,1,5,2025-02-14,2025-02-03 14:24:00.000000,147.0,137.0,중,0.0,19.0,19.0,485.0,2.995732273553991,0.1666666666666666,0.7916443316431058,0.0659340659340659,38.19447792383243,고위험,274.4734866416216
S150000937,경상북도교육청,경상북도교육청,경상북도 울릉군,울릉고등학교,공립,6,3,3,2025-02-24,2025-02-17 00:00:00.000000,134.0,127.0,고,0.0,15.0,15.0,80.0,2.772588722239781,0.5,0.7326770036545345,0.0302197802197802,50.86917657265274,고위험,274.4111865612296
S020000955,부산광역시교육청,부산광역시남부교육지원청,부산광역시 부산진구,가야여자중학교,공립,6,0,6,2024-08-19,2024-04-22 16:00:00.000000,434.0,316.0,중,0.0,11.0,11.0,457.0,2.4849066497880004,0.0,0.6566548958105609,0.8543956043956044,38.49162252418925,고위험,274.3247584141999
S140000830,전라남도교육청,전라남도목포교육지원청,전라남도 목포시,목포영화중학교,사립,6,2,4,2025-02-24,2025-02-12 18:00:00.000000,138.0,127.0,중,0.0,8.0,8.0,526.0,2.19722457733622,0.3333333333333333,0.5806327879665873,0.0412087912087912,37.6817974134547,고위험,273.8411788330825
S130001588,전북특별자치도교육청,전북특별자치도정읍교육지원청,전북특별자치도 정읍시,신태인중학교,사립,6,4,2,2025-02-28,2025-02-28 00:00:00.000000,123.0,123.0,중,0.0,9.0,9.0,60.0,2.302585092994046,0.6666666666666666,0.6084750807294722,0.0,53.48717691253738,고위험,273.36621455070144
S060000271,대전광역시교육청,대전광역시동부교육지원청,대전광역시 동구,보문중학교,사립,6,2,4,2025-02-28,2025-02-28 00:00:00.000000,123.0,123.0,중,0.0,14.0,14.0,245.0,2.70805020110221,0.3333333333333333,0.7156222237991322,0.0,42.01007405851913,고위험,273.28945959973856
S010000989,서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,신서중학교,공립,6,1,5,2025-02-26,2025-02-12 14:24:00.000000,138.0,125.0,중,0.0,12.0,12.0,1239.0,2.5649493574615367,0.1666666666666666,0.6778067712229614,0.0412087912087912,33.56125726543208,고위험,272.6136176620445
S040000759,인천광역시교육청,인천광역시북부교육지원청,인천광역시 부평구,갈산중학교,공립,6,1,5,2025-02-28,2025-02-11 09:36:00.000000,139.0,123.0,중,0.0,22.0,22.0,379.0,3.1354942159291497,0.1666666666666666,0.8285774549523743,0.0439560439560439,39.20176942654268,고위험,272.0669932298662
S130002699,전북특별자치도교육청,전북특별자치도전주교육지원청,전북특별자치도 전주시 덕진구,전주온빛중학교,공립,6,1,5,2024-12-12,2024-12-12 00:00:00.000000,201.0,201.0,중,0.0,10.0,10.0,914.0,2.3978952727983707,0.1666666666666666,0.6336614981727329,0.2142857142857142,34.78398772099964,고위험,271.9733586779723
S090000689,경기도교육청,경기도안성교육지원청,경기도 안성시,가온고등학교,사립,6,1,5,2024-12-27,2024-11-22 00:00:00.000000,221.0,186.0,고,0.0,9.0,9.0,885.0,2.302585092994046,0.1666666666666666,0.6084750807294722,0.2692307692307692,34.757561527922,고위험,270.64729351116927
S010000549,서울특별시교육청,서울특별시교육청,서울특별시 양천구,한가람고등학교,사립,6,2,4,2025-02-25,2025-01-30 18:00:00.000000,151.0,126.0,고,0.0,7.0,7.0,534.0,2.079441541679836,0.3333333333333333,0.5495077527409008,0.0769230769230769,37.11710449908662,고위험,270.29665583476265
S010001012,서울특별시교육청,서울특별시강서양천교육지원청,서울특별시 양천구,서울계남초등학교,공립,6,1,5,2025-02-27,2025-02-09 00:00:00.000000,142.0,124.0,초,0.0,15.0,15.0,698.0,2.772588722239781,0.1666666666666666,0.7326770036545345,0.0521978021978022,35.779139942616105,고위험,270.120010424259
S150000740,경상북도교육청,경상북도교육청,경상북도 경주시,경주여자정보고등학교,사립,6,1,5,2025-02-19,2024-12-09 00:00:00.000000,204.0,132.0,고,0.0,13.0,13.0,508.0,2.639057329615259,0.1666666666666666,0.6973903490356274,0.2225274725274725,37.28520164025792,고위험,269.66328264976966
